"common_name","cpue_kg_per_ha_der","date_dim$full_date","date_dim$year","depth_m","field_identified_taxonomy_dim$scientific_name","latitude_dd","leg","longitude_dd","partition","pass","performance","project","sampling_end_hhmmss","sampling_start_hhmmss","scientific_name","station_code","statistical_partition_dim$statistical_partition_type","subsample_count","subsample_wt_kg","target_station_design_dim$stn_invalid_for_trawl_date_whid","total_catch_numbers","total_catch_wt_kg","trawl_id","vessel"
"darkblotched rockfish","1.408216349758","2010-06-19 00:00:00","2010","395.4000","Sebastes crameri","41.30250000","3","-124.47166667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","160611","155035","Sebastes crameri","11538","NA","2","2.0500","0","2","2.0500","201003010092","Ms. Julie"
"darkblotched rockfish","15.127172294923","2010-06-20 00:00:00","2010","234.1000","Sebastes crameri","41.00361111","3","-124.39027778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","192622","190616","Sebastes crameri","11752","NA","83","33.3300","0","83","33.3300","201003010097","Ms. Julie"
"Pacific halibut","3.925893799913","2010-06-20 00:00:00","2010","234.1000","Hippoglossus stenolepis","41.00361111","3","-124.39027778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","192622","190616","Hippoglossus stenolepis","11752","NA","1","8.6500","0","1","8.6500","201003010097","Ms. Julie"
"Pacific halibut","6.238916430975","2010-06-21 00:00:00","2010","96.9000","Hippoglossus stenolepis","40.95833333","3","-124.30777778","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061320","055532","Hippoglossus stenolepis","11779","NA","1","11.3500","0","1","11.3500","201003010098","Ms. Julie"
"darkblotched rockfish","0.095963350253","2010-06-21 00:00:00","2010","140.3000","Sebastes crameri","40.93972222","3","-124.36500000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","081131","075303","Sebastes crameri","11800","NA","2","0.2000","0","2","0.2000","201003010099","Ms. Julie"
"Pacific halibut","8.847869560314","2010-06-21 00:00:00","2010","75.7000","Hippoglossus stenolepis","40.90750000","3","-124.27833333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","104409","102705","Hippoglossus stenolepis","11821","NA","1","15.5000","0","1","15.5000","201003010100","Ms. Julie"
"darkblotched rockfish","0.383137122843","2010-06-22 00:00:00","2010","344.2000","Sebastes crameri","40.77250000","3","-124.50500000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","065923","064205","Sebastes crameri","11885","NA","1","0.7200","0","1","0.7200","201003010101","Ms. Julie"
"Pacific halibut","4.747658551625","2010-06-22 00:00:00","2010","64.8000","Hippoglossus stenolepis","40.55083333","3","-124.47055556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","153353","151623","Hippoglossus stenolepis","11980","NA","1","8.0000","0","1","8.0000","201003010104","Ms. Julie"
"yelloweye rockfish","0.799895906797","2010-06-24 00:00:00","2010","136.8000","Sebastes ruberrimus","39.88500000","3","-124.10750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083958","082258","Sebastes ruberrimus","12642","NA","1","1.2500","0","1","1.2500","201003010110","Ms. Julie"
"Pacific halibut","4.886057267687","2010-06-24 00:00:00","2010","185.3000","Hippoglossus stenolepis","39.74972222","3","-124.03444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","103522","101716","Hippoglossus stenolepis","12779","NA","1","9.0000","0","1","9.0000","201003010111","Ms. Julie"
"darkblotched rockfish","0.054289525197","2010-06-24 00:00:00","2010","185.3000","Sebastes crameri","39.74972222","3","-124.03444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","103522","101716","Sebastes crameri","12779","NA","1","0.1000","0","1","0.1000","201003010111","Ms. Julie"
"darkblotched rockfish","0.022826480863","2010-06-25 00:00:00","2010","131.0000","Sebastes crameri","38.79194444","3","-123.78611111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061703","055849","Sebastes crameri","13310","NA","1","0.0400","0","1","0.0400","201003010115","Ms. Julie"
"darkblotched rockfish","1.934430292043","2010-06-25 00:00:00","2010","263.3000","Sebastes crameri","38.25111111","3","-123.43694444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","183943","181913","Sebastes crameri","13629","NA","15","4.3000","0","15","4.3000","201003010120","Ms. Julie"
"darkblotched rockfish","9.400320006103","2010-05-24 00:00:00","2010","266.2000","Sebastes crameri","45.90000000","1","-124.71972222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","085216","083428","Sebastes crameri","7725","NA","30","17.6800","0","30","17.6800","201003017006","Noahs Ark"
"darkblotched rockfish","0.542883819806","2010-05-24 00:00:00","2010","170.0000","Sebastes crameri","46.30722222","1","-124.62111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","122455","120555","Sebastes crameri","7280","NA","2","0.9000","0","2","0.9000","201003017007","Noahs Ark"
"yelloweye rockfish","5.006595227101","2010-05-24 00:00:00","2010","170.0000","Sebastes ruberrimus","46.30722222","1","-124.62111111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","122455","120555","Sebastes ruberrimus","7280","NA","2","8.3000","0","2","8.3000","201003017007","Noahs Ark"
"darkblotched rockfish","65.922747505417","2010-05-24 00:00:00","2010","195.6000","Sebastes crameri","46.68833333","1","-124.76555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","192502","190520","Sebastes crameri","6899","NA","152","48.9800","0","393","126.6300","201003017008","Noahs Ark"
"Pacific halibut","5.064877686025","2010-05-26 00:00:00","2010","171.0000","Hippoglossus stenolepis","48.15722222","1","-125.63305556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","111548","105818","Hippoglossus stenolepis","4901","NA","1","7.6000","0","1","7.6000","201003017015","Noahs Ark"
"Pacific halibut","3.162896052227","2010-05-26 00:00:00","2010","163.9000","Hippoglossus stenolepis","47.99861111","1","-125.44083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","161030","155348","Hippoglossus stenolepis","5163","NA","1","4.7500","0","1","4.7500","201003017017","Noahs Ark"
"yelloweye rockfish","5.693212894008","2010-05-26 00:00:00","2010","163.9000","Sebastes ruberrimus","47.99861111","1","-125.44083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","161030","155348","Sebastes ruberrimus","5163","NA","3","8.5500","0","3","8.5500","201003017017","Noahs Ark"
"darkblotched rockfish","0.985896831623","2010-05-27 00:00:00","2010","200.9000","Sebastes crameri","48.29944444","1","-125.03444444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","133142","131554","Sebastes crameri","4578","NA","3","1.4500","0","3","1.4500","201003017022","Noahs Ark"
"darkblotched rockfish","0.214683613333","2010-05-27 00:00:00","2010","178.4000","Sebastes crameri","48.34250000","1","-124.86750000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","174300","172718","Sebastes crameri","4492","NA","1","0.3000","0","1","0.3000","201003017023","Noahs Ark"
"darkblotched rockfish","5.594096218101","2010-05-29 00:00:00","2010","166.2000","Sebastes crameri","47.90166667","1","-125.14194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","071326","065544","Sebastes crameri","5316","NA","38","10.6000","0","38","10.6000","201003017025","Noahs Ark"
"Pacific halibut","11.458589378321","2010-05-29 00:00:00","2010","78.8000","Hippoglossus stenolepis","47.75555556","1","-124.78611111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","102420","100556","Hippoglossus stenolepis","5533","NA","1","16.0000","0","1","16.0000","201003017027","Noahs Ark"
"Pacific halibut","2.142223015924","2010-05-29 00:00:00","2010","138.2000","Hippoglossus stenolepis","47.67472222","1","-124.96083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","124004","121940","Hippoglossus stenolepis","5680","NA","1","4.0000","0","1","4.0000","201003017028","Noahs Ark"
"darkblotched rockfish","0.032133345239","2010-05-29 00:00:00","2010","138.2000","Sebastes crameri","47.67472222","1","-124.96083333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","124004","121940","Sebastes crameri","5680","NA","1","0.0600","0","1","0.0600","201003017028","Noahs Ark"
"darkblotched rockfish","0.139614570436","2010-05-29 00:00:00","2010","122.9000","Sebastes crameri","47.19777778","1","-124.74861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","165334","163534","Sebastes crameri","6375","NA","1","0.2600","0","1","0.2600","201003017029","Noahs Ark"
"darkblotched rockfish","0.554698584049","2010-05-30 00:00:00","2010","135.7000","Sebastes crameri","47.00416667","1","-124.76250000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","140305","134411","Sebastes crameri","6618","NA","13","1.0600","0","13","1.0600","201003017032","Noahs Ark"
"Pacific halibut","5.453843752550","2010-05-31 00:00:00","2010","62.0000","Hippoglossus stenolepis","46.89888889","1","-124.39194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","060233","054503","Hippoglossus stenolepis","6725","NA","1","8.9000","0","1","8.9000","201003017035","Noahs Ark"
"darkblotched rockfish","0.104182642338","2010-05-31 00:00:00","2010","120.6000","Sebastes crameri","46.80055556","1","-124.61361111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","081046","075234","Sebastes crameri","6807","NA","2","0.2000","0","2","0.2000","201003017036","Noahs Ark"
"Pacific halibut","2.503177489271","2010-05-31 00:00:00","2010","194.6000","Hippoglossus stenolepis","46.49805556","1","-124.49972222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","203646","201958","Hippoglossus stenolepis","7092","NA","1","4.1500","0","1","4.1500","201003017040","Noahs Ark"
"darkblotched rockfish","1.447620716687","2010-05-31 00:00:00","2010","194.6000","Sebastes crameri","46.49805556","1","-124.49972222","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","203646","201958","Sebastes crameri","7092","NA","7","2.4000","0","7","2.4000","201003017040","Noahs Ark"
"Pacific halibut","1.942993191789","2010-06-01 00:00:00","2010","143.1000","Hippoglossus stenolepis","46.39833333","1","-124.51861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062541","060805","Hippoglossus stenolepis","7178","NA","1","3.1000","0","1","3.1000","201003017041","Noahs Ark"
"darkblotched rockfish","0.595433397484","2010-06-01 00:00:00","2010","143.1000","Sebastes crameri","46.39833333","1","-124.51861111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","062541","060805","Sebastes crameri","7178","NA","6","0.9500","0","6","0.9500","201003017041","Noahs Ark"
"darkblotched rockfish","1.506426877472","2010-06-05 00:00:00","2010","132.7000","Sebastes crameri","46.29166667","2","-124.34638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061805","055805","Sebastes crameri","7288","NA","19","3.3500","0","19","3.3500","201003017043","Noahs Ark"
"darkblotched rockfish","43.448784948669","2010-06-05 00:00:00","2010","150.6000","Sebastes crameri","46.28583333","2","-124.58555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","090931","085049","Sebastes crameri","7281","NA","176","77.5900","0","176","77.5900","201003017044","Noahs Ark"
"darkblotched rockfish","2.187780295193","2010-06-05 00:00:00","2010","213.7000","Sebastes crameri","46.25583333","2","-124.40361111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","124038","122250","Sebastes crameri","7321","NA","12","3.7000","0","12","3.7000","201003017045","Noahs Ark"
"darkblotched rockfish","0.374625922819","2010-06-05 00:00:00","2010","126.9000","Sebastes crameri","46.19222222","2","-124.40916667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","152907","150937","Sebastes crameri","7394","NA","7","0.7000","0","7","0.7000","201003017046","Noahs Ark"
"darkblotched rockfish","5.844415010358","2010-06-05 00:00:00","2010","140.9000","Sebastes crameri","45.80305556","2","-124.28416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","185252","183434","Sebastes crameri","7844","NA","107","11.3000","0","107","11.3000","201003017047","Noahs Ark"
"darkblotched rockfish","1.221570113533","2010-06-06 00:00:00","2010","354.7000","Sebastes crameri","45.10972222","2","-124.47833333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","141244","135320","Sebastes crameri","8569","NA","2","2.5000","0","2","2.5000","201003017051","Noahs Ark"
"darkblotched rockfish","0.287891891351","2010-06-07 00:00:00","2010","322.2000","Sebastes crameri","45.10416667","2","-124.40361111","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061210","055204","Sebastes crameri","8571","NA","1","0.6000","0","1","0.6000","201003017052","Noahs Ark"
"Pacific halibut","8.515202156203","2010-06-07 00:00:00","2010","336.2000","Hippoglossus stenolepis","45.06888889","2","-124.44416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083824","081918","Hippoglossus stenolepis","8605","NA","1","17.8500","0","1","17.8500","201003017053","Noahs Ark"
"darkblotched rockfish","1.144901130246","2010-06-07 00:00:00","2010","336.2000","Sebastes crameri","45.06888889","2","-124.44416667","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","083824","081918","Sebastes crameri","8605","NA","3","2.4000","0","3","2.4000","201003017053","Noahs Ark"
"darkblotched rockfish","0.376208588911","2010-06-07 00:00:00","2010","185.3000","Sebastes crameri","44.99972222","2","-124.33638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","105637","103901","Sebastes crameri","8678","NA","5","0.6500","0","5","0.6500","201003017054","Noahs Ark"
"Pacific halibut","29.431087301700","2010-06-07 00:00:00","2010","185.3000","Hippoglossus stenolepis","44.99972222","2","-124.33638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","105637","103901","Hippoglossus stenolepis","8678","NA","6","50.8500","0","6","50.8500","201003017054","Noahs Ark"
"Pacific halibut","3.917542220126","2010-06-08 00:00:00","2010","99.5000","Hippoglossus stenolepis","44.32361111","2","-124.53138889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","165634","163740","Hippoglossus stenolepis","9350","NA","2","6.7000","0","2","6.7000","201003017060","Noahs Ark"
"darkblotched rockfish","0.465955666371","2010-06-10 00:00:00","2010","153.1000","Sebastes crameri","43.58444444","2","-124.50194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","102241","100147","Sebastes crameri","10022","NA","14","1.0400","0","14","1.0400","201003017063","Noahs Ark"
"darkblotched rockfish","7.769178212466","2010-06-10 00:00:00","2010","280.0000","Sebastes crameri","43.60361111","2","-124.61583333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","115226","113344","Sebastes crameri","9989","NA","30","16.2000","0","30","16.2000","201003017064","Noahs Ark"
"darkblotched rockfish","0.360940893427","2010-06-17 00:00:00","2010","159.0000","Sebastes crameri","42.94694444","3","-124.76638889","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","114512","112548","Sebastes crameri","10451","NA","7","0.7000","0","7","0.7000","201003017070","Noahs Ark"
"darkblotched rockfish","0.350132863843","2010-06-18 00:00:00","2010","158.9000","Sebastes crameri","42.28416667","3","-124.57583333","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","060232","054408","Sebastes crameri","10797","NA","8","0.6400","0","8","0.6400","201003017072","Noahs Ark"
"Pacific halibut","14.682263485082","2010-06-18 00:00:00","2010","199.7000","Hippoglossus stenolepis","42.31750000","3","-124.63805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","121035","115117","Hippoglossus stenolepis","10777","NA","2","28.8000","0","2","28.8000","201003017074","Noahs Ark"
"darkblotched rockfish","1.198031916317","2010-06-18 00:00:00","2010","199.7000","Sebastes crameri","42.31750000","3","-124.63805556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","121035","115117","Sebastes crameri","10777","NA","21","2.3500","0","21","2.3500","201003017074","Noahs Ark"
"Pacific halibut","9.334413148209","2010-06-18 00:00:00","2010","166.2000","Hippoglossus stenolepis","42.21916667","3","-124.56305556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","164015","162233","Hippoglossus stenolepis","10834","NA","1","16.5000","0","1","16.5000","201003017076","Noahs Ark"
"darkblotched rockfish","0.486520927725","2010-06-18 00:00:00","2010","166.2000","Sebastes crameri","42.21916667","3","-124.56305556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","164015","162233","Sebastes crameri","10834","NA","7","0.8600","0","7","0.8600","201003017076","Noahs Ark"
"Pacific halibut","35.391950494610","2010-06-18 00:00:00","2010","264.4000","Hippoglossus stenolepis","42.19888889","3","-124.60555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","184831","183019","Hippoglossus stenolepis","10853","NA","5","64.6500","0","5","64.6500","201003017077","Noahs Ark"
"darkblotched rockfish","12.354610034994","2010-06-18 00:00:00","2010","264.4000","Sebastes crameri","42.19888889","3","-124.60555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","184831","183019","Sebastes crameri","10853","NA","8","4.1500","0","44","22.5680","201003017077","Noahs Ark"
"darkblotched rockfish","0.078376422460","2010-06-19 00:00:00","2010","147.2000","Sebastes crameri","41.98694444","3","-124.55250000","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","061109","055321","Sebastes crameri","10992","NA","1","0.1400","0","1","0.1400","201003017078","Noahs Ark"
"darkblotched rockfish","0.189590558711","2010-06-19 00:00:00","2010","202.8000","Sebastes crameri","41.95444444","3","-124.57194444","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","081905","080117","Sebastes crameri","11014","NA","3","0.3400","0","3","0.3400","201003017079","Noahs Ark"
"darkblotched rockfish","14.399064636413","2010-06-22 00:00:00","2010","268.5000","Sebastes crameri","40.52333333","3","-124.67555556","NA","1","Satisfactory","Groundfish Slope and Shelf Combination Survey","111810","110140","Sebastes crameri","11985","NA","32","23.8500","0","32","23.8500","201003017093","Noahs Ark"
"darkblotched rockfish","0.648496936534","2010-08-22 00:00:00","2010","170.3000","Sebastes crameri","46.58888889","1","-124.55000000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","101723","095853","Sebastes crameri","7000","NA","5","1.2200","0","5","1.2200","201003018006","Raven"
"yelloweye rockfish","0.800718328053","2010-08-23 00:00:00","2010","173.0000","Sebastes ruberrimus","47.57222222","1","-124.95750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092604","090753","Sebastes ruberrimus","5833","NA","1","1.5000","0","1","1.5000","201003018012","Raven"
"darkblotched rockfish","1.147696270209","2010-08-23 00:00:00","2010","173.0000","Sebastes crameri","47.57222222","1","-124.95750000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","092604","090753","Sebastes crameri","5833","NA","6","2.1500","0","6","2.1500","201003018012","Raven"
"darkblotched rockfish","0.265795605533","2010-08-24 00:00:00","2010","165.5000","Sebastes crameri","48.42277778","1","-125.18916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","090019","084241","Sebastes crameri","4196","NA","1","0.4500","0","1","0.4500","201003018017","Raven"
"darkblotched rockfish","0.327949025481","2010-08-24 00:00:00","2010","251.9000","Sebastes crameri","48.13194444","1","-125.14305556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","120444","114642","Sebastes crameri","4975","NA","1","0.6500","0","1","0.6500","201003018018","Raven"
"Pacific halibut","2.941435344454","2010-08-24 00:00:00","2010","163.2000","Hippoglossus stenolepis","47.99055556","1","-125.21111111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","143311","141456","Hippoglossus stenolepis","5169","NA","1","5.4000","0","1","5.4000","201003018019","Raven"
"yelloweye rockfish","24.866022865620","2010-08-24 00:00:00","2010","163.2000","Sebastes ruberrimus","47.99055556","1","-125.21111111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","143311","141456","Sebastes ruberrimus","5169","NA","19","45.6500","0","19","45.6500","201003018019","Raven"
"Pacific halibut","4.417938939177","2010-08-25 00:00:00","2010","71.9000","Hippoglossus stenolepis","47.02583333","1","-124.50555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","165940","164306","Hippoglossus stenolepis","6586","NA","","","0","","5.6500","201003018021","Raven"
"darkblotched rockfish","14.811735343136","2010-08-26 00:00:00","2010","153.4000","Sebastes crameri","47.06000000","1","-124.85916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","112016","110232","Sebastes crameri","6537","NA","94","26.4200","0","94","26.4200","201003018024","Raven"
"darkblotched rockfish","0.156044008289","2010-08-26 00:00:00","2010","111.3000","Sebastes crameri","47.03000000","1","-124.68888889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","133550","131855","Sebastes crameri","6581","NA","2","0.2400","0","2","0.2400","201003018025","Raven"
"Pacific halibut","3.205272132911","2010-08-26 00:00:00","2010","83.5000","Hippoglossus stenolepis","46.63583333","1","-124.37722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","171635","165954","Hippoglossus stenolepis","6974","NA","","","0","","4.6500","201003018026","Raven"
"Pacific halibut","7.168096139418","2010-08-26 00:00:00","2010","79.6000","Hippoglossus stenolepis","46.39944444","1","-124.32833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","193608","191935","Hippoglossus stenolepis","7183","NA","2","10.8500","0","2","10.8500","201003018027","Raven"
"darkblotched rockfish","1.882143337367","2010-08-27 00:00:00","2010","163.4000","Sebastes crameri","46.10166667","1","-124.62083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","064920","063100","Sebastes crameri","7499","NA","9","3.6000","0","9","3.6000","201003018028","Raven"
"darkblotched rockfish","5.663200902967","2010-08-27 00:00:00","2010","183.6000","Sebastes crameri","45.97138889","1","-124.63138889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093814","092028","Sebastes crameri","7653","NA","39","10.2500","0","39","10.2500","201003018029","Raven"
"Pacific halibut","3.701799614622","2010-08-27 00:00:00","2010","183.6000","Hippoglossus stenolepis","45.97138889","1","-124.63138889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093814","092028","Hippoglossus stenolepis","7653","NA","1","6.7000","0","1","6.7000","201003018029","Raven"
"darkblotched rockfish","0.362541989187","2010-08-27 00:00:00","2010","156.6000","Sebastes crameri","45.85027778","1","-124.51361111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","131822","130127","Sebastes crameri","7766","NA","5","0.6000","0","5","0.6000","201003018030","Raven"
"Pacific halibut","4.754824927457","2010-08-27 00:00:00","2010","205.3000","Hippoglossus stenolepis","45.75555556","1","-124.59250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151927","150213","Hippoglossus stenolepis","7872","NA","1","8.2500","0","1","8.2500","201003018031","Raven"
"darkblotched rockfish","7.895891091656","2010-08-27 00:00:00","2010","205.3000","Sebastes crameri","45.75555556","1","-124.59250000","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","151927","150213","Sebastes crameri","7872","NA","42","13.7000","0","42","13.7000","201003018031","Raven"
"darkblotched rockfish","1.527289914518","2010-08-27 00:00:00","2010","185.5000","Sebastes crameri","45.72972222","1","-124.49833333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","180218","174503","Sebastes crameri","7911","NA","14","2.6000","0","14","2.6000","201003018032","Raven"
"darkblotched rockfish","4.067163157502","2010-08-28 00:00:00","2010","126.8000","Sebastes crameri","45.93472222","1","-124.28527778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","091414","085645","Sebastes crameri","7700","NA","51","6.8100","0","51","6.8100","201003018034","Raven"
"darkblotched rockfish","0.165090918715","2010-08-28 00:00:00","2010","143.5000","Sebastes crameri","46.03361111","1","-124.46138889","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","112643","110823","Sebastes crameri","7581","NA","3","0.3000","0","3","0.3000","201003018035","Raven"
"darkblotched rockfish","18.248232194419","2010-08-29 00:00:00","2010","268.1000","Sebastes crameri","45.62777778","1","-124.55777778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","070417","064645","Sebastes crameri","8011","NA","56","33.0500","0","56","33.0500","201003018037","Raven"
"darkblotched rockfish","0.658156518640","2010-08-29 00:00:00","2010","177.8000","Sebastes crameri","45.47111111","1","-124.32555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","101249","095448","Sebastes crameri","8191","NA","9","1.2000","0","9","1.2000","201003018038","Raven"
"darkblotched rockfish","0.575060842953","2010-09-04 00:00:00","2010","313.1000","Sebastes crameri","44.68416667","2","-124.69861111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","150549","144702","Sebastes crameri","9008","NA","2","1.2000","0","2","1.2000","201003018046","Raven"
"darkblotched rockfish","7.959392945877","2010-09-04 00:00:00","2010","274.2000","Sebastes crameri","44.63055556","2","-124.74555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","172130","170253","Sebastes crameri","9037","NA","29","14.9500","0","29","14.9500","201003018047","Raven"
"darkblotched rockfish","0.138306488788","2010-09-05 00:00:00","2010","201.2000","Sebastes crameri","45.07138889","2","-124.32916667","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","093611","092042","Sebastes crameri","8608","NA","1","0.2000","0","1","0.2000","201003018049","Raven"
"darkblotched rockfish","2.875260579963","2010-09-05 00:00:00","2010","243.8000","Sebastes crameri","45.03305556","2","-124.38277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","114614","112850","Sebastes crameri","8642","NA","17","5.0400","0","17","5.0400","201003018050","Raven"
"Pacific halibut","3.863173331429","2010-09-05 00:00:00","2010","201.8000","Hippoglossus stenolepis","44.96916667","2","-124.37555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","141633","135906","Hippoglossus stenolepis","8712","NA","1","6.7500","0","1","6.7500","201003018051","Raven"
"darkblotched rockfish","0.114464395005","2010-09-05 00:00:00","2010","201.8000","Sebastes crameri","44.96916667","2","-124.37555556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","141633","135906","Sebastes crameri","8712","NA","2","0.2000","0","2","0.2000","201003018051","Raven"
"yelloweye rockfish","1.293612342593","2010-09-05 00:00:00","2010","140.5000","Sebastes ruberrimus","44.64333333","2","-124.52611111","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","183816","182124","Sebastes ruberrimus","9043","NA","1","2.0500","0","1","2.0500","201003018053","Raven"
"darkblotched rockfish","0.583158624413","2010-09-06 00:00:00","2010","204.7000","Sebastes crameri","44.57166667","2","-124.61722222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","071700","065847","Sebastes crameri","9101","NA","6","1.0000","0","6","1.0000","201003018054","Raven"
"Pacific halibut","5.991579877638","2010-09-06 00:00:00","2010","78.4000","Hippoglossus stenolepis","44.41083333","2","-124.35805556","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","100804","095120","Hippoglossus stenolepis","9264","NA","","","0","","8.2000","201003018055","Raven"
"Pacific halibut","19.246890223558","2010-09-06 00:00:00","2010","80.0000","Hippoglossus stenolepis","44.01750000","2","-124.26277778","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","162933","161230","Hippoglossus stenolepis","9631","NA","3","26.0000","0","3","26.0000","201003018058","Raven"
"yelloweye rockfish","0.170859037667","2010-09-07 00:00:00","2010","111.2000","Sebastes ruberrimus","44.12305556","2","-124.75083333","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","101033","095306","Sebastes ruberrimus","9524","NA","1","0.2600","0","1","0.2600","201003018060","Raven"
"darkblotched rockfish","7.554517790802","2010-09-07 00:00:00","2010","142.8000","Sebastes crameri","44.01444444","2","-124.63222222","NA","2","Satisfactory","Groundfish Slope and Shelf Combination Survey","143031","141219","Sebastes crameri","9620","NA","83","13.1000","0","83","13.1000","201003018062","Raven"
